tmdb_id,imdb_id,name,country,origin_country,year,first_air_date,original_language,averageRating,numVotes,weighted_rating,vote_average_tmdb,vote_count_tmdb,popularity
86825,tt6843558,The Kirlian Frequency,AR,AR,2017,2017-04-30,es,7.5,1267,7.402532602219069,7.646,24,0.5563
82728,tt7678620,Bluey,AU,AU,2018,2018-10-01,en,9.3,47860,9.2778282693987,8.574,701,38.0731
324339,tt5804986,The Big Lez Show,AU,AU,2012,2012-07-16,en,9.2,3516,8.945461929313021,10.0,1,0.519
321760,tt21209936,Sassy the Sasquatch,AU,AU,2022,2022-06-27,en,9.1,1452,8.601933969324332,0.0,0,0.2524
261145,tt27610198,The Amazing Digital Circus,AU,AU,2023,2023-10-13,en,8.3,15978,8.265273401391013,8.571,254,73.1993
324846,tt35459966,Knights of Guinevere,AU,AU,2025,2025-09-19,en,8.3,1571,8.02369633419657,0.0,0,0.8866
325037,tt31558071,The Gaslight District,AU,AU,2025,2025-04-18,en,8.0,1154,7.744724974680227,4.0,1,0.3757
291212,tt15599734,Murder Drones,AU,AU,2021,2021-10-29,en,7.5,5837,7.472822330459381,8.585,71,6.5798
19757,tt1441105,Black Panther,AU,AU,2010,2010-01-16,en,7.1,1899,7.111577785794538,6.864,22,2.334
19889,tt1125758,Timmy Time,AU,"AU,GB",2009,2009-04-06,en,6.7,1692,6.803912001880062,6.531,32,2.773
68962,tt6283542,Pacific Heat,AU,AU,2016,2016-11-27,en,5.9,1198,6.269714433522436,5.0,14,0.554
74606,tt6574360,Jorel's Brother,BR,BR,2014,2014-09-22,pt,9.0,1707,8.582136433222065,8.9,56,3.2513
83414,tt8912244,Super Drags,BR,BR,2018,2018-11-09,pt,5.5,2042,5.825639302958732,5.613,40,0.6196
82456,tt6385540,Hilda,CA,"CA,GB",2018,2018-09-21,en,8.6,16288,8.55697969431267,8.389,235,5.1353
2342,tt0305011,Clone High,CA,CA,2002,2002-11-02,en,8.1,9657,8.053507443942218,7.474,95,5.579
958,tt0115108,Beast Wars: Transformers,CA,CA,1996,1996-04-22,en,8.1,9153,8.05107998633804,8.12,321,7.0098
79478,tt8421152,Gary and His Demons,CA,"CA,US",2018,2018-04-15,en,8.0,2246,7.846240024807391,7.517,29,2.3011
2121,tt0108903,ReBoot,CA,CA,1994,1994-09-10,en,7.9,6116,7.84373868018759,7.418,67,5.9293
33765,tt1751105,My Little Pony: Friendship Is Magic,CA,"CA,US",2010,2010-10-10,en,7.8,26067,7.787871235296462,8.2,735,37.2037
61775,tt3312378,Ever After High,CA,"CA,US",2013,2013-06-18,en,7.9,2516,7.776583258660841,7.7,56,4.4803
7248,tt0108847,The Magic School Bus,CA,"CA,US",1994,1994-09-10,en,7.8,12718,7.775622265707452,7.7,133,8.3876
35094,tt1807859,Wild Kratts,CA,"CA,US",2011,2011-01-03,en,7.7,3242,7.627251498696178,7.516,64,13.3291
3547,tt0292861,Undergrads,CA,"CA,US",2001,2001-04-22,en,7.7,3091,7.624192455617125,7.811,37,2.2709
67106,tt4991910,The Deep,CA,"CA,AU",2015,2015-12-01,en,7.8,1131,7.602437221410849,7.5,28,5.6289
78570,tt6881158,Corner Gas Animated,CA,CA,2018,2018-04-02,en,7.7,1901,7.586620203299082,6.9,23,3.7907
14165,tt0946601,Ruby Gloom,CA,CA,2006,2006-10-13,en,7.7,1506,7.564294670050397,7.154,13,4.2224
504,tt0101178,The Ren & Stimpy Show,CA,"CA,US",1991,1991-08-11,en,7.5,26225,7.493555663540547,7.602,526,16.4504
11690,tt0211882,Watership Down,CA,CA,1999,1999-09-28,en,7.6,1177,7.467486647657182,7.4,14,2.9775
88071,tt9814900,Trailer Park Boys: The Animated Series,CA,CA,2019,2019-03-31,en,7.5,4017,7.4618718415145215,6.9,59,1.7027
13455,tt0122837,Tales from the Cryptkeeper,CA,CA,1993,1993-09-18,en,7.5,1853,7.426806250795195,7.8,140,3.3842
81145,tt8697554,Cupcake & Dino - General Services,CA,"CA,BR",2018,2018-07-27,en,7.5,1133,7.394534665107836,7.1,10,1.6823
4650,tt0488444,Dragon Hunters,CA,"CA,FR",2006,2006-11-06,fr,7.5,1053,7.389101808191304,7.241,27,2.3866
4355,tt0439341,6teen,CA,CA,2004,2004-11-07,en,7.4,5908,7.380926202890309,7.5,40,6.9866
46994,tt2548200,Slugterra,CA,CA,2012,2012-10-15,en,7.4,3282,7.36768247174011,8.383,903,9.3888
4803,tt0131183,The Raccoons,CA,CA,1985,1985-11-11,en,7.4,2466,7.358791337869554,7.2,31,3.6913
67082,tt3787754,Total Drama Presents: The Ridonculous Race,CA,"CA,US",2015,2015-09-07,en,7.4,2443,7.358469285803975,6.87,46,2.4942
69758,tt0362384,Wunschpunsch,CA,"CA,DE",2001,2001-11-09,de,7.4,1502,7.338948605455093,7.7,23,1.3875
6618,tt1173427,Total Drama Island,CA,CA,2007,2007-07-08,en,7.3,17340,7.2959515195135145,7.5,276,4.0667
9834,tt0245637,Little Bear,CA,CA,1995,1995-11-06,en,7.3,5219,7.287371062794386,7.018,57,7.2848
4961,tt0088563,M.A.S.K.,CA,"CA,US,FR",1985,1985-09-30,en,7.3,4936,7.286713596048766,7.405,63,1.9774
13885,tt0315429,Conan the Adventurer,CA,"CA,US",1992,1992-09-12,en,7.3,1677,7.266823660138308,7.2,38,3.1242
4630,tt0235918,The Fairly OddParents,CA,"CA,US",2001,2001-03-30,en,7.2,52241,7.199578603138376,7.577,1105,34.4071
79948,tt6193336,The Hollow,CA,CA,2018,2018-06-08,en,7.2,5844,7.196496706828673,6.914,105,2.2354
35104,tt0294177,Sagwa The Chinese Siamese Cat,CA,"CA,US",2001,2001-09-03,en,7.2,1571,7.189268521545676,7.438,16,1.8402
4179,tt0837014,Rick & Steve: The Happiest Gay Couple in All the World,CA,"CA,US",2007,2007-07-10,en,7.2,1081,7.185942509880516,7.0,2,3.3205
1878,tt0439349,The Backyardigans,CA,CA,2004,2004-10-11,en,7.1,4977,7.105071226606006,8.034,119,9.445
6279,tt0125633,Mummies Alive!,CA,"CA,US",1997,1997-09-15,en,7.0,1692,7.035481344945755,6.5,34,3.964
9780,tt0155445,Rupert,CA,CA,1991,1991-09-07,en,7.0,1990,7.031234983181163,7.3,28,4.1767
1960,tt0386176,Dave the Barbarian,CA,"CA,US",2004,2004-01-23,en,7.0,3812,7.018036898914911,7.5,110,6.7239
43548,tt1799834,Fugget About It,CA,CA,2012,2012-09-07,en,6.9,1894,6.953373061036381,7.605,19,2.5693
2979,tt0309141,Cyberchase,CA,"CA,US",2002,2002-01-21,en,6.9,3354,6.933153894167384,7.654,39,8.4275
52051,tt2203143,Mia and Me,CA,CA,2012,2012-08-06,en,6.8,1367,6.895219661553881,7.235,51,2.5232
17194,tt0115257,Madeline,CA,"CA,FR,US",1988,1988-11-07,en,6.8,2078,6.868958536897245,5.8,36,4.02
75868,tt3177810,Total Drama All-Stars,CA,CA,2014,2014-01-09,en,6.8,2618,6.857015749878478,6.4,50,3.5552
4585,tt0315081,Tripping the Rift,CA,"CA,US",2004,2004-03-04,en,6.8,2747,6.854750572257806,6.4,57,5.6338
51481,tt2406986,Grojband,CA,"CA,US",2013,2013-06-10,en,6.7,1436,6.817652431880732,7.6,9,2.0737
92885,tt9000424,Blue's Clues & You!,CA,CA,2019,2019-11-11,en,6.6,1056,6.778518707018699,7.0,42,2.9393
932,tt0189315,Beast Machines: Transformers,CA,"CA,US",1999,1999-09-18,en,6.7,2815,6.768710439855534,8.114,35,4.6618
3085,tt0275848,Lloyd in Space,CA,"CA,US",2001,2001-02-03,en,6.6,1695,6.7265490242009545,7.2,19,4.2573
7736,tt1043776,Martha Speaks,CA,"CA,US",2008,2008-09-01,en,6.6,1700,6.726261412782316,7.318,22,4.087
2659,tt0262168,Maggie and the Ferocious Beast,CA,CA,2000,2000-06-05,en,6.6,1919,6.7148305531711845,7.4,10,1.9868
21761,tt1504166,Stoked,CA,CA,2009,2009-06-25,en,6.6,2234,6.701600259005522,5.885,26,2.6863
17400,tt0320055,The Littles,CA,"CA,JP,FR,US",1983,1983-09-10,en,6.5,1239,6.688484823531395,6.696,28,2.9521
13781,tt0285371,Heathcliff and the Catillac Cats,CA,"CA,US,FR,JP",1984,1984-09-17,en,6.6,3208,6.674912380830932,6.384,56,5.6587
6782,tt0795256,Pucca,CA,"CA,US",2006,2006-09-18,en,6.6,4931,6.651146217661774,8.195,600,6.0962
3817,tt0473584,The Land Before Time,CA,"CA,US",2007,2007-03-05,en,6.4,1201,6.622090010653202,6.55,30,3.6699
7330,tt0837143,Iron Man: Armored Adventures,CA,"CA,US",2009,2009-04-24,en,6.5,4718,6.562816233829263,7.369,157,4.5429
1458,tt0203254,Franklin,CA,CA,1997,1997-11-03,en,6.5,6059,6.549973335587909,6.702,114,7.8476
33965,tt2244077,Littlest Pet Shop,CA,"CA,US",2012,2012-11-10,en,6.3,1479,6.5161572047100025,6.9,28,9.722
1763,tt0286347,Braceface,CA,"CA,US",2001,2001-06-02,en,6.4,4018,6.483615561779791,6.616,56,4.7741
60306,tt2824770,Xiaolin Chronicles,CA,CA,2013,2013-08-26,en,6.2,1281,6.468262272948397,5.786,14,2.4756
536,tt0262972,Mona the Vampire,CA,CA,1999,1999-09-13,en,6.2,1479,6.44142249020773,7.5,45,5.2066
32246,tt1674117,Hero: 108,CA,"CA,TR,FR,US,TW,GB",2010,2010-03-01,en,6.0,1256,6.32902910485256,5.563,16,3.6206
11982,tt0367367,Max & Ruby,CA,"CA,US",2002,2002-09-15,en,6.2,3657,6.314932669742866,6.5,46,11.3303
14766,tt1105469,Super Why!,CA,"CA,CN,US",2007,2007-09-03,en,6.0,1518,6.28631075724534,7.1,19,4.5415
670,tt0338580,Baby Looney Tunes,CA,"CA,US",2002,2002-09-07,en,6.2,5982,6.2737079771862225,7.072,314,7.5527
2264,tt0284713,The Care Bears,CA,"CA,US",1985,1985-09-14,en,6.1,4558,6.204344623985982,6.0,93,7.7987
17463,tt1307224,Kid vs. Kat,CA,"CA,US",2008,2008-10-25,en,6.1,5101,6.19422872846297,7.872,327,8.9449
72442,tt4858114,Hotel Transylvania: The Series,CA,"CA,US",2017,2017-06-25,en,5.6,1017,6.112706069954579,6.6,35,5.3586
2831,tt0115084,Ace Ventura: Pet Detective,CA,"CA,US",1995,1995-12-09,en,5.6,1099,6.0864134509825485,5.875,36,2.3849
3809,tt0855673,Yin Yang Yo!,CA,"CA,US",2006,2006-08-26,en,5.9,3478,6.057811741609124,7.6,123,6.6264
64198,tt4458594,Blaze and the Monster Machines,CA,"CA,US",2014,2014-10-13,en,5.7,1536,6.057453392986786,7.4,56,28.5383
55924,tt2492366,Kamp Lakebottom,CA,CA,2013,2013-07-04,en,5.4,1323,5.881500333582609,7.858,60,6.9302
2784,tt0149447,Donkey Kong Country,CA,"CA,FR",1998,1998-08-05,fr,5.4,1491,5.840871475701204,7.7,29,3.51
10219,tt0451460,Handy Manny,CA,"CA,US",2006,2006-09-16,en,5.6,3309,5.8041940425626395,6.326,46,12.0729
27709,tt3579488,For Better or for Worse,CA,"CA,US",2000,2000-01-01,en,5.2,1379,5.720369935136294,10.0,1,0.9385
2030,tt0424603,Atomic Betty,CA,"CA,FR",2004,2004-09-17,en,5.4,2292,5.714389365372885,5.7,24,3.9948
65417,tt4148744,PJ Masks,CA,"CA,FR,GB",2015,2015-09-18,en,5.3,2041,5.665122041763516,6.5,69,14.8743
14076,tt1050880,George of the Jungle,CA,CA,2007,2007-06-29,en,4.4,1358,5.141536656685197,5.808,26,4.1058
39501,tt1746428,Sidekick,CA,CA,2010,2010-09-11,en,4.1,1123,5.0413278546648765,7.0,12,4.8469
5373,tt0224455,Angela Anaconda,CA,"CA,US",1999,1999-10-05,en,4.6,3178,4.947410306721341,5.478,46,3.2605
88069,tt8526988,Total DramaRama,CA,CA,2018,2018-09-01,en,4.0,1238,4.907810764166338,5.0,30,4.4709
3218,tt0262153,Caillou,CA,CA,1997,1997-09-15,fr,3.9,4576,4.220680675358765,5.428,76,14.9598
35097,tt1830924,Almost Naked Animals,CA,CA,2011,2011-01-07,en,3.2,1993,3.9933313710874834,5.1,18,3.3675
6278,tt0348512,Mega Babies,CA,CA,1999,1999-10-10,en,2.6,1159,3.9729807764443015,5.6,8,3.2617
138523,tt14556544,Thomas & Friends: All Engines Go!,CA,"CA,US,GB",2021,2021-08-23,en,2.6,3697,3.1427150603100062,6.1,9,3.7543
9262,tt0100366,Pingu,CH,"CH,GB",1986,1986-05-28,en,7.4,10118,7.388488896978819,6.95,160,10.0036
323582,tt14779088,The Walten Files,CL,CL,2020,2020-04-26,en,8.4,1120,8.015910560568578,9.0,1,0.1035
272059,tt23139038,TO BE HERO X,CN,CN,2025,2025-04-06,zh,8.6,10519,8.534456403314374,8.677,116,9.7744
232230,tt28618556,Lord of Mysteries,CN,CN,2025,2025-06-28,zh,8.5,15757,8.458650126599071,8.658,133,15.9757
123542,tt14976292,LINK CLICK,CN,CN,2021,2021-04-30,zh,8.5,7340,8.41425702909708,8.204,108,9.2145
79481,tt12409194,Fights Break Sphere,CN,CN,2017,2017-01-07,zh,8.6,3167,8.403047479716687,8.2,57,82.2241
79141,tt10384610,Scissor Seven,CN,CN,2018,2018-04-25,zh,8.4,6281,8.308239951057528,8.588,774,33.8194
80732,tt9005728,The Founder of Diabolism,CN,CN,2018,2018-07-09,zh,8.4,3538,8.245907654314289,8.1,56,6.5277
76572,tt8948436,Soul Land,CN,CN,2018,2018-01-13,zh,8.4,2502,8.192729882785175,8.2,54,83.0839
112398,tt13375866,Heaven Official's Blessing,CN,CN,2020,2020-10-31,zh,8.2,4148,8.087645247014004,8.1,72,5.6952
102788,tt12953630,Fog Hill of Five Elements,CN,CN,2020,2020-07-26,zh,8.3,1767,8.047584961676709,8.2,56,7.202
101172,tt17050076,Swallowed Star,CN,CN,2020,2020-11-29,zh,8.3,1005,7.919784124997405,8.5,33,50.5913
71194,tt6859260,The King's Avatar,CN,CN,2017,2017-04-07,zh,7.4,1779,7.346369068943,7.7,57,10.9168
198182,tt19902148,Throne of Seal,CN,CN,2022,2022-04-28,zh,7.4,1683,7.344010585488363,8.613,31,27.2046
106251,tt12415378,LEGO Monkie Kid,CN,CN,2020,2020-09-12,zh,7.4,1375,7.334813390997917,8.7,33,9.2286
98123,tt11755260,The Daily Life of the Immortal King,CN,CN,2020,2020-01-18,zh,7.1,4361,7.105713867130445,8.314,699,24.5956
279182,tt28197251,Super Cube,CN,CN,2025,2025-03-21,zh,7.0,1482,7.039240720545457,8.094,90,8.7031
73321,tt7254486,The King of Fighters: Destiny,CN,CN,2017,2017-08-03,zh,4.5,1412,5.1944430481804895,7.677,638,3.9875
20475,tt0841929,Pat & Mat,CZ,"CZ,XC",1979,1979-01-01,cs,8.4,3526,8.245448362672901,7.857,49,4.3663
37606,tt1942683,The Amazing World of Gumball,DE,"DE,US,IE,GB",2011,2011-05-03,en,8.4,54544,8.388695863456892,8.543,1738,32.1147
13819,tt0065345,Die Sendung mit der Maus,DE,DE,1971,1971-03-07,de,8.0,1007,7.719824225694158,8.583,24,3.6243
30688,tt0082732,Master Eder and his Pumuckl,DE,DE,1982,1982-09-24,de,7.7,2306,7.6029847142270475,7.536,42,4.2492
41293,tt0289021,Simsala Grimm,DE,DE,1999,1999-11-01,de,7.7,1294,7.548258142765382,7.917,18,2.4477
3003,tt0299278,The Cramp Twins,DE,"DE,CA,US,GB",2003,2003-02-08,en,6.1,3770,6.223600727897212,5.769,39,7.3242
32605,tt1726839,The Looney Tunes Show,DK,"DK,US",2011,2011-05-03,en,7.8,17431,7.782029731087006,8.106,562,14.5604
57780,tt2356791,LEGO Legends of Chima,DK,DK,2013,2013-01-16,en,6.4,1713,6.570707233674241,6.569,29,2.6324
275123,tt12768740,La Pantera Rosa,ES,ES,1969,1969-09-05,es,7.7,2622,7.612804326752434,7.857,7,0.3727
2849,tt0283721,The World of David the Gnome,ES,ES,1985,1985-10-26,es,7.4,2942,7.364490153434368,7.147,51,3.2973
20445,tt0969670,Jefferson Anderson,FI,FI,2007,2007-02-17,fi,8.4,1783,8.127452960193208,8.1,15,1.0647
70617,tt6921882,Moominvalley,FI,FI,2019,2019-02-25,fi,7.2,1157,7.186587271044717,7.4,20,5.187
46848,tt3012598,Angry Birds Toons,FI,"FI,CA",2013,2013-03-16,en,6.4,1383,6.6006240616681335,6.6,36,4.3775
1570,tt0179552,The Adventures of Tintin,FR,FR,1991,1991-10-02,fr,8.3,20629,8.272917559189793,7.953,365,7.2163
61358,tt3911580,BoOzy’ OS,FR,FR,2009,2009-07-31,fr,8.6,1513,8.241219626488373,7.6,30,0.2553
68888,tt6296094,Lastman,FR,FR,2016,2016-11-22,fr,8.4,2047,8.155702830043618,7.612,49,2.8161
2632,tt0284735,Once Upon a Time... Life,FR,FR,1987,1987-09-13,fr,8.2,6070,8.120513715086924,7.8,152,3.7617
15886,tt0891396,Minuscule: The Private Life of Insects,FR,FR,2006,2006-10-25,fr,8.3,1745,8.045111406735456,8.1,44,7.7064
64414,tt1807824,Wakfu,FR,FR,2008,2008-10-30,fr,8.2,2669,8.035208301710664,8.3,122,6.3503
6080,tt0264244,Once Upon a Time… Man,FR,FR,1978,1978-09-23,fr,8.0,4738,7.919391964131557,8.2,127,2.4778
4025,tt0131190,Ulysses 31,FR,FR,1981,1981-10-03,fr,8.0,2651,7.86600289054938,8.045,121,3.3754
122781,tt14164922,Asterix & Obelix: The Big Fight,FR,FR,2025,2025-04-30,fr,7.9,7219,7.8517780940693225,7.784,185,4.7771
20993,tt0877105,Galactik Football,FR,FR,2006,2006-05-27,fr,7.7,4109,7.64093623521829,7.7,168,3.0172
5402,tt0284737,Once Upon a Time... The Discoverers,FR,FR,1994,1994-01-03,fr,7.7,1380,7.555199525596327,7.6,41,1.4882
1762,tt0289036,What's with Andy?,FR,"FR,CA",2001,2001-06-30,en,7.6,4206,7.552778391015957,7.0,50,2.4324
65334,tt2580046,Miraculous: Tales of Ladybug & Cat Noir,FR,FR,2015,2015-10-19,fr,7.5,19960,7.491582361100738,8.1,4600,123.0446
2777,tt0213363,Oggy and the Cockroaches,FR,FR,1999,1999-09-06,fr,7.5,6307,7.474698855313808,7.489,372,14.3213
140,tt0374419,Martin Mystery,FR,FR,2003,2003-10-23,fr,7.5,3597,7.457963170154039,6.6,70,3.0155
4727,tt0282303,Once Upon a Time… Space,FR,FR,1982,1982-10-09,fr,7.5,2001,7.4311375882131525,7.4,52,1.7359
4213,tt0284738,Once Upon a Time... The Explorers,FR,FR,1996,1996-12-10,fr,7.5,1190,7.398091779953311,7.5,29,2.1605
4622,tt0417311,Code Lyoko,FR,FR,2003,2003-09-03,fr,7.3,5976,7.288847298968667,7.495,96,7.3509
74415,tt6717058,Grizzy & the Lemmings,FR,FR,2016,2016-12-31,fr,7.3,1466,7.263263025493944,7.3,33,13.0766
5065,tt0284736,Once Upon a Time... The Americas,FR,FR,1992,1992-09-09,fr,7.3,1014,7.252295315799931,7.6,23,1.4194
65392,tt0175863,Lucky Luke,FR,FR,1984,1984-10-20,fr,7.2,5624,7.196370853710173,6.6,89,3.652
592,tt0217941,Jayce and the Wheeled Warriors,FR,FR,1985,1985-09-01,fr,7.2,1777,7.19023939750597,6.879,33,2.845
39914,tt2080922,Oscar's Oasis,FR,FR,2010,2010-09-05,fr,7.2,1252,7.187314559429849,7.619,21,1.8949
2808,tt0283226,Totally Spies!,FR,FR,2002,2002-04-03,fr,7.1,14257,7.101882164946879,7.3,284,17.5898
65136,tt0304999,Barbapapa,FR,"FR,US",1974,1974-01-01,fr,7.0,1443,7.0400283623886235,7.017,29,6.1376
68435,tt5916218,Skylanders Academy,FR,"FR,US",2016,2016-10-28,en,6.8,1296,6.898983913207736,6.8,38,3.7443
39952,tt2046005,Zig and Sharko,FR,FR,2010,2010-12-21,fr,6.8,1520,6.888007479267869,0.0,0,7.3053
38965,tt1616209,Angelo Rules,FR,FR,2010,2010-10-03,fr,6.8,2455,6.860160781090049,6.816,38,4.1458
127366,tt12809802,Splinter Cell: Deathwatch,FR,"FR,US",2025,2025-10-14,en,6.8,4613,6.834769236870936,6.589,79,2.7324
1232,tt0156200,Babar,FR,"FR,CA",1989,1989-01-03,en,6.5,5946,6.550849380719996,6.264,74,2.4832
7011,tt0891369,Bernard,FR,"FR,KR",2006,2006-12-18,ko,6.1,1896,6.32027341741281,5.6,50,9.2863
20992,tt0230804,Sonic Underground,FR,"FR,US",1999,1999-08-30,en,6.0,3209,6.155776518770853,6.828,154,3.4657
1534,tt0482870,Robotboy,FR,"FR,CA,US,GB",2005,2005-11-01,en,5.8,3220,5.982197609709972,7.485,66,5.3746
62201,tt3105674,Rabbids Invasion,FR,FR,2013,2013-08-03,fr,5.5,2705,5.758276164780373,7.66,100,7.5674
206013,tt14932528,Don't Hug Me I'm Scared,GB,GB,2022,2022-09-30,en,8.7,7227,8.600061486750498,8.232,71,2.2273
3557,tt0214382,Walking with Dinosaurs,GB,GB,1999,1999-10-04,en,8.5,7700,8.418021354648914,8.196,179,2.4068
291904,tt36985473,The Wonderfully Weird World of Gumball,GB,GB,2025,2025-10-06,en,8.5,4504,8.365662491630914,8.481,81,9.0368
74280,tt4291050,Hey Duggee,GB,GB,2014,2014-12-17,en,8.7,1726,8.353088548122685,8.3,21,14.2729
2055,tt0386224,Monkey Dust,GB,GB,2003,2003-02-09,en,8.4,2441,8.18843084261173,7.953,32,1.4387
188,tt0286336,The Animals of Farthing Wood,GB,GB,1993,1993-01-03,en,8.3,3907,8.170155459069912,8.3,57,3.4375
1294,tt0286285,Walking with Beasts,GB,GB,2001,2001-11-15,en,8.3,3608,8.160704748812341,7.734,94,1.8155
3902,tt0983983,Shaun the Sheep,GB,GB,2007,2007-03-05,en,8.1,19990,8.076953397175261,7.638,282,11.7023
4971,tt0490048,Walking with Monsters,GB,GB,2005,2005-11-05,en,8.2,2720,8.037818356559345,8.5,37,0.9718
46866,tt3070014,Sarah & Duck,GB,GB,2013,2013-02-18,en,8.4,1034,7.994377515072422,7.8,16,3.0088
40517,tt1998816,Planet Dinosaur,GB,GB,2011,2011-09-14,en,8.1,2012,7.912012383806169,7.905,42,1.2801
29904,tt0200369,Redwall,GB,"GB,CA,FR",1999,1999-09-08,en,8.1,1425,7.854688367855115,7.375,24,3.1226
891,tt0057790,Thunderbirds,GB,GB,1965,1965-09-30,en,7.9,5685,7.839818125807776,7.597,103,7.8402
34867,tt0324742,Creature Comforts,GB,GB,2003,2003-10-01,en,7.9,2331,7.7685182296436235,7.5,49,1.0971
357,tt0395413,The Trap Door,GB,GB,1986,1986-10-06,en,7.9,2000,7.751110043248438,7.6,20,0.8124
486,tt0059973,Captain Scarlet and the Mysterons,GB,GB,1967,1967-09-29,en,7.8,2154,7.678588963120232,7.452,31,4.3895
11688,tt0086829,The Wind in the Willows,GB,GB,1984,1984-04-27,en,7.9,1163,7.676172644690978,7.765,17,2.0281
100605,tt11983342,Shaun the Sheep: Adventures from Mossy Bottom,GB,GB,2020,2020-03-16,en,7.9,1134,7.672200188568602,8.095,37,1.844
13387,tt0070970,Bagpuss,GB,GB,1974,1974-02-12,en,7.7,1239,7.543458946590625,6.8,4,0.5566
313298,tt32493765,The Dinosaurs,GB,"GB,US",2026,2026-03-06,en,7.5,8259,7.48033737962337,7.96,139,6.7118
80616,tt0339881,Wallace & Gromit's Cracking Contraptions,GB,GB,2002,2002-10-15,en,7.5,4319,7.464261279958725,8.4,16,1.9388
132123,tt10328494,Angels of Death,GB,GB,2021,2021-08-25,en,7.6,1135,7.4640826349364495,7.0,18,2.8712
34870,tt0065322,Mr. Benn,GB,GB,1971,1971-02-25,en,7.6,1068,7.45827494140376,7.308,13,0.7064
37472,tt1710177,Octonauts,GB,GB,2010,2010-10-05,en,7.5,2126,7.43441550195015,7.161,56,20.1096
2416,tt0088500,Count Duckula,GB,GB,1988,1988-09-06,en,7.4,4543,7.37576345590345,7.869,252,6.3273
3474,tt0081848,Danger Mouse,GB,GB,1981,1981-09-28,en,7.4,4271,7.374381703651456,7.1,68,3.2765
32388,tt1436544,Ben & Holly's Little Kingdom,GB,GB,2009,2009-05-04,en,7.4,2110,7.353170539509998,5.7,23,6.6042
15796,tt0159914,Soul Music,GB,GB,1997,1997-06-06,en,7.4,1248,7.330077292975456,7.0,5,0.7928
28524,tt0229132,Grizzly Tales for Gruesome Kids,GB,GB,2000,2000-01-04,en,7.4,1007,7.318895227684869,7.2,5,0.6778
68394,tt5670764,Watership Down,GB,GB,2018,2018-12-22,en,7.3,7635,7.291121709664548,6.9,86,3.5276
30873,tt1789621,Wallace & Gromit's World of Invention,GB,GB,2010,2010-11-03,en,7.2,1244,7.187256369335491,6.6,28,1.4607
7048,tt1029211,The Mr. Men Show,GB,"GB,US",2008,2008-02-04,en,7.1,1330,7.1151776547109815,5.5,12,3.5301
25985,tt0260628,Kipper,GB,GB,1997,1997-09-05,en,7.1,1365,7.1148928193678795,7.6,13,1.4113
7447,tt0343288,Paddington Bear,GB,GB,1976,1976-01-05,en,7.1,1618,7.1131138376397995,7.212,26,2.3535
2437,tt0487849,Pocoyo,GB,"GB,ES",2005,2005-05-10,en,7.1,2912,7.108140418558352,0.0,0,13.5589
15122,tt0159227,The Wombles,GB,GB,1973,1973-02-05,en,7.0,1089,7.048945945954119,7.467,15,1.3563
15795,tt0159931,Wyrd Sisters,GB,GB,1997,1997-05-18,en,7.0,1182,7.046239660000651,6.361,18,1.2565
62290,tt3138604,Thunderbirds Are Go!,GB,GB,2015,2015-04-04,en,6.9,1986,6.951397871327875,6.2,47,4.3179
2530,tt0280277,Mr. Bean: The Animated Series,GB,GB,2002,2002-01-05,en,6.9,17237,6.907203873717151,6.844,449,11.5154
705,tt0085096,SuperTed,GB,GB,1983,1983-10-04,cy,6.8,1687,6.881287200786966,6.839,28,2.7384
6353,tt0363378,The Story of Tracy Beaker,GB,GB,2002,2002-01-08,en,6.8,2030,6.870266841154583,6.5,30,6.3356
441,tt0361179,Father of the Pride,GB,"GB,US",2004,2004-08-31,en,6.7,1587,6.809139965558742,5.0,17,5.6579
34881,tt0084980,Bananaman,GB,GB,1983,1983-10-03,en,6.7,1904,6.794748381081987,6.8,20,1.6206
43183,tt0985991,Horrid Henry,GB,GB,2006,2006-10-30,en,6.5,1817,6.641465303461845,7.056,18,4.1167
231727,tt20917940,Wolf King,GB,GB,2025,2025-03-20,en,6.5,1909,6.636062726492775,7.144,45,3.5076
13910,tt1817311,64 Zoo Lane,GB,GB,2001,2001-06-04,en,6.4,1153,6.628539085372714,6.5,13,2.6799
30958,tt0487813,Charlie and Lola,GB,GB,2005,2005-11-07,en,6.5,3054,6.592227098514658,6.77,37,2.145
129387,tt1494933,Doctor Who: Dreamland,GB,GB,2009,2009-11-21,en,6.3,1283,6.539918737028096,5.4,9,1.1767
2304,tt0086815,Thomas & Friends,GB,GB,1984,1984-10-09,en,6.5,8154,6.5378755613729025,6.775,151,24.5853
1588,tt0149509,Postman Pat,GB,GB,1981,1981-09-16,en,6.4,3833,6.487185577687767,6.5,51,4.9958
2641,tt0172049,Rolie Polie Olie,GB,"GB,US,FR,CA",1998,1998-10-04,en,6.3,3786,6.399807538059052,6.625,40,8.236
12225,tt0426769,Peppa Pig,GB,GB,2004,2004-05-31,en,6.2,8274,6.254453511297139,6.6,747,50.6076
20407,tt1307510,Chuggington,GB,GB,2008,2008-09-29,en,5.8,1151,6.210523990382251,6.7,30,8.0515
5200,tt0329829,Fireman Sam,GB,GB,1987,1987-11-17,cy,6.0,2635,6.184298280102423,6.1,40,12.9442
4403,tt0383122,Make Way for Noddy,GB,GB,2002,2002-09-02,en,5.8,1390,6.15861116831804,6.3,11,2.8157
